"Mes","Año","Empresa","Tarifa","Abonados","Ventas","Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG","Trimestre","Sistema","Trimestral"
"Noviembre ","2025","TOTAL NACIONAL","Residencial horaria","9771","5561366","312752139.9","400616122","56.24","72.04","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Residencial horaria","23","14186","945631.9","1146222","66.66","80.8","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Residencial horaria","165","103757","8824308","11411300","85.05","109.98","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","CNFL","Residencial horaria","9583","5443423","302982200","388058600","55.66","71.29","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Media tensión b","9","8368439","405431700","491409800","48.45","58.72","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Media tensión b","228","74900330","3553078000","4594947000","47.44","61.35","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Media tensión b","22","16995020","763840100","961524100","44.94","56.58","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPELESCA","Media tensión b","17","7022335","440734200","465611700","62.76","66.3","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Comercios y servicios","116192","91860307","8142458308","10530101300","88.64","114.63","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Comercios y servicios","11684","16974357","1201679931.9","1456562122","70.79","85.81","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPESANTOS","Comercios y servicios","3893","1980200.8","280794660","310898700","141.8","157","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPELESCA","Comercios y servicios","14792","17349217","1507337700","1592322800","86.88","91.78","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEGUANACASTE","Comercios y servicios","19683","25096309","1931084500","2260840500","76.95","90.09","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEALFARORUIZ","Comercios y servicios","2033","843226","55599650","70254860","65.94","83.32","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","CNFL","Comercios y servicios","76565","98560520","8435472000","10804169000","85.59","109.62","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","TOTAL NACIONAL","Alumbrado Público","","20871614.58","1007188356.73","1007188356.73","48.26","48.26","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Alumbrado Público","","1238483.42","68101329.89","68101329.89","54.99","54.99","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Alumbrado Público","","11971562.4","613905305.04","613905305.04","51.28","51.28","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Alumbrado Público","","626955.18","33886927.64","33886927.64","54.05","54.05","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPESANTOS","Alumbrado Público","","379490","14485173.45","14485173.45","38.17","38.17","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPELESCA","Alumbrado Público","","866543.31","42686423.26","42686423.26","49.26","49.26","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEGUANACASTE","Alumbrado Público","","695572.63","44989637.71","44989637.71","64.68","64.68","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEALFARORUIZ","Alumbrado Público","","33483.5","1677523.48","1677523.48","50.1","50.1","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Comercios y servicios","16278","11811642","808877400","1038057600","68.48","87.88","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Ventas al servicio de Distribución","","49394049","1383391816.3","2318643750.43","28.01","46.94","IV Trimestre","Generacion","2025 4"
"Noviembre ","2025","TOTAL NACIONAL","Comercios y servicios","261120","264475778.8","22363304149.9","28063206882","84.56","106.11","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEALFARORUIZ","Industrial","26","231170","14544903","18387017","62.92","79.54","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","CNFL","Media tensión b","122","28608050","1420335000","1819136000","49.65","63.59","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","TOTAL NACIONAL","Media tensión a","799","83107260.6","4953332720","6290682800","59.6","75.69","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Media tensión a","27","7344530","420298700","473585500","57.23","64.48","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Media tensión a","546","49484210","2840270000","3673153000","57.4","74.23","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Media tensión a","6","603863","33684400","40853980","55.78","67.65","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPESANTOS","Media tensión a","8","552725.8","53640830","59389390","97.05","107.45","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPELESCA","Media tensión a","2","803311.8","55972790","59117930","69.68","73.59","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","CNFL","Media tensión a","210","24318620","1549466000","1984583000","63.72","81.61","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","TOTAL NACIONAL","Industrial","7294","31603257.49","2633098840","3233621147","83.32","102.32","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","JASEC","Industrial","550","7039884","483708890","584568990","68.71","83.04","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ICE","Industrial","2947","9975318","909472000","1176156700","91.17","117.91","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","ESPH","Industrial","340","3864214","250264260","303353540","64.76","78.5","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPESANTOS","Industrial","199","143521.54","23588320","26117060","164.35","181.97","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPELESCA","Industrial","1672","4303095","389414040","411572100","90.5","95.65","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","COOPEGUANACASTE","Industrial","230","646994.95","58985517","69056440","91.17","106.73","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","CNFL","Industrial","1330","5399060","503120910","644409300","93.19","119.36","IV Trimestre","Distribucion","2025 4"
"Noviembre ","2025","TOTAL NACIONAL","Ventas al servicio de Distribución","","97940091","2884815625.43","4835106575.64","29.45","49.37","IV Trimestre","Generacion","2025 4"
"Octubre   ","2025","JASEC","Ventas al servicio de Distribución","","56411972","1540915059.54","2582663720.84","27.32","45.78","IV Trimestre","Generacion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Ventas al servicio de Distribución","","126983521.43","3575289857.33","5957281870.37","28.16","46.91","IV Trimestre","Generacion","2025 4"
"Octubre   ","2025","COOPELESCA","Industrial","1674","4431070","399077100","421784000","90.06","95.19","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPESANTOS","Industrial","199","124878.81","18176857","20125538","145.56","161.16","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Industrial","338","3760488","245009420","296983860","65.15","78.97","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ICE","Industrial","2958","10471149","945446900","1222680400","90.29","116.77","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","JASEC","Industrial","545","6848712","477618400","575816090","69.74","84.08","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Industrial","7301","31984338.8","2665344752.2","3273799477","83.33","102.36","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEGUANACASTE","Industrial","230","606530.99","56606856","66273273","93.33","109.27","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","CNFL","Media tensión a","209","25227690","1578558000","2021845000","62.57","80.14","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPESANTOS","Media tensión a","8","410197.6","49665150","54988770","121.08","134.05","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Media tensión a","6","624119","35562180","43104360","56.98","69.06","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ICE","Media tensión a","547","48594000","2808581000","3632170000","57.8","74.75","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","JASEC","Media tensión a","28","8028160","451373600","499227900","56.22","62.18","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Media tensión a","800","83650038.4","4977983050","6308654720","59.51","75.42","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","CNFL","Media tensión b","122","29732340","1466341000","1878060000","49.32","63.17","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPELESCA","Media tensión a","2","765871.8","54243120","57318690","70.83","74.84","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEALFARORUIZ","Industrial","24","250156","15519479.2","19619016","62.04","78.43","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","CNFL","Industrial","1333","5491354","507889740","650517300","92.49","118.46","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Comercios y servicios","260314","260165191","22082749956.6","27697525455","84.88","106.46","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEGUANACASTE","Alumbrado Público","","720359.2","46592833.06","46592833.06","64.68","64.68","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPELESCA","Alumbrado Público","","862839.49","43645605.3","43645605.3","50.58","50.58","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPESANTOS","Alumbrado Público","","393772","15029997.65","15029997.65","38.17","38.17","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Alumbrado Público","","647720.09","35009270.97","35009270.97","54.05","54.05","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ICE","Alumbrado Público","","12435309","634708591.15","634708591.15","51.04","51.04","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","JASEC","Alumbrado Público","","1276164.16","70173306.08","70173306.08","54.99","54.99","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Alumbrado Público","","21607868.52","1040228287.37","1040228287.37","48.14","48.14","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","CNFL","Comercios y servicios","76474","97917560","8412322000","10774593000","85.91","110.04","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEALFARORUIZ","Comercios y servicios","2019","877979","57975690","73233810","66.03","83.41","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEGUANACASTE","Comercios y servicios","19541","23647258","1858778000","2176231000","78.6","92.03","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPELESCA","Comercios y servicios","14765","18176767","1572253900","1660880200","86.5","91.37","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPESANTOS","Comercios y servicios","3899","1933364","274268470","303672720","141.86","157.07","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Comercios y servicios","11626","16499307","1170119684.6","1418306375","70.92","85.96","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ICE","Comercios y servicios","115745","89545188","7944325412","10273869650","88.72","114.73","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","JASEC","Comercios y servicios","16245","11567768","792706800","1016738700","68.53","87.89","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPELESCA","Media tensión b","15","6623792","412443500","435677300","62.27","65.77","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPEALFARORUIZ","Alumbrado Público","","34345.61","1709037.59","1709037.59","49.76","49.76","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","JASEC","Media tensión b","21","17868010","821347700","1005673000","45.97","56.28","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Media tensión b","9","7754432","383202200","464466800","49.42","59.9","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ICE","Residencial horaria","158","97958","8354412","10803650","85.29","110.29","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","ESPH","Residencial horaria","21","11937","798184.6","966475","66.87","80.96","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Residencial horaria","9652","5485482","308647696.6","395362525","56.27","72.07","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","COOPELESCA","Residencial modalidad prepago","4","401.06","30579.22","32295.43","76.25","80.52","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","TOTAL NACIONAL","Residencial modalidad prepago","4","401.06","30579.22","32295.43","76.25","80.52","IV Trimestre","Distribucion","2025 4"
"Octubre   ","2025","Usuarios Directos","Usuarios Directos","17","47488750","915494200","1431405000","19.28","30.14","IV Trimestre","Generacion","2025 4"
"Octubre   ","2025","CNFL","Residencial horaria","9473","5375587","299495100","383592400","55.71","71.36","IV Trimestre","Distribucion","2025 4"
