"Mes","Año","Empresa","Tarifa","Abonados","Ventas","Ingreso sin CVG","Ingreso con CVG","Precio Medio sin CVG","Precio Medio con CVG","Trimestre","Sistema","Trimestral"
"Noviembre ","2024","JASEC","Preferencial","711","1048709","64233352","72544250","61.25","69.17","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","ICE","Preferencial","6772","13371838","1063702195","1249639100","79.55","93.45","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","ESPH","Preferencial","916","3832417","237075304","265951710","61.86","69.4","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","CNFL","Preferencial","3187","9786681","570503475","663592200","58.29","67.81","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","TOTAL NACIONAL","Ventas al servicio de Distribución","","75175551","","","","","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","JASEC","Ventas al servicio de Distribución","","42235932","1919848863.07","2523323789.75","45.46","59.74","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","ESPH","Ventas al servicio de Distribución","","22395223","1069501652.11","1405678030.51","47.76","62.77","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","COOPESANTOS","Ventas al servicio de Distribución","","3000","74166049.84","90043447.19","24722.02","30014.48","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","COOPELESCA","Ventas al servicio de Distribución","","3000","","","","","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","COOPEGUANACASTE","Ventas al servicio de Distribución","","10535396","527996092.99","693961481.92","50.12","65.87","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","COOPEALFARORUIZ","Ventas al servicio de Distribución","","3000","16150436.99","21226537.44","5383.48","7075.51","IV Trimestre","Generacion","2024 4"
"Noviembre ","2024","ESPH","Comercios y servicios","11439","17183545","1390468037","1559836750.3","80.92","90.78","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPESANTOS","Comercios y servicios","3929","1991698.93","301324216","323269270","151.29","162.31","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPELESCA","Comercios y servicios","14391","17074910.09","1565610505","1646661500","91.69","96.44","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPEGUANACASTE","Comercios y servicios","18136","22143560.97","2081694341","2225955300","94.01","100.52","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPEALFARORUIZ","Comercios y servicios","1286","459102","38310172","43977480","83.45","95.79","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","CNFL","Comercios y servicios","75071","95779220.44","9478716650","11027803000","98.96","115.14","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","TOTAL NACIONAL","Alumbrado Público","","21174715.88","1274198813.93","1274198813.93","60.18","60.18","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","JASEC","Alumbrado Público","","1229272.2","80279784.29","80279784.29","65.31","65.31","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","ICE","Alumbrado Público","","12126110.4","756434232.77","756434232.77","62.38","62.38","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","ESPH","Alumbrado Público","","627531.05","40205914.57","40205914.57","64.07","64.07","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPESANTOS","Alumbrado Público","","366774","19640747.7","19640747.7","53.55","53.55","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPELESCA","Alumbrado Público","","846282.6","50573340.41","50573340.41","59.76","59.76","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPEGUANACASTE","Alumbrado Público","","709919.32","45917581.62","45917581.62","64.68","64.68","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","COOPEALFARORUIZ","Alumbrado Público","","32850.85","1978606.78","1978606.78","60.23","60.23","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","CNFL","Alumbrado Público","","5235975.45","279168605.8","279168605.8","53.32","53.32","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","ICE","Comercios y servicios","110272","86899570","9170959739","10773926566","105.54","123.98","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","JASEC","Comercios y servicios","16065","14620609","1320382278","1493341700","90.31","102.14","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","TOTAL NACIONAL","Comercios y servicios","250589","256152216.43","25347465938","29094771566.3","98.95","113.58","IV Trimestre","Distribucion","2024 4"
"Noviembre ","2024","CNFL","Industrial","1482","6082382","640224155","744810000","105.26","122.45","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Alumbrado Público","","5413324.23","287522243.69","287522243.69","53.11","53.11","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Preferencial","605","976594","60448650","68133310","61.9","69.77","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Preferencial","915","4102343","250412160","280913090","61.04","68.48","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Industrial","1474","6002275","637280000","741433800","106.17","123.53","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Comercios y servicios","250184","252055795.56","25049286364.6","28755098796.7","99.38","114.08","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Comercios y servicios","16012","13602760","1246805400","1410511900","91.66","103.69","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Comercios y servicios","110113","84923793","8989047305","10560217805","105.85","124.35","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Comercios y servicios","11437","16645258","1358467609.6","1523915261.7","81.61","91.55","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPESANTOS","Comercios y servicios","3911","1969791.83","296957360","318584350","150.76","161.74","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPELESCA","Comercios y servicios","14360","17864331.25","1642749500","1727734500","91.96","96.71","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEGUANACASTE","Comercios y servicios","18042","20526360.07","1941891900","2076418700","94.6","101.16","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEALFARORUIZ","Industrial","719","596361","50218570","57667730","84.21","96.7","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEALFARORUIZ","Comercios y servicios","1297","464671","38610290","44322280","83.09","95.38","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Alumbrado Público","","21945468.87","1315844760.37","1315844760.37","59.96","59.96","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Alumbrado Público","","1265424.18","82640752.61","82640752.61","65.31","65.31","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Alumbrado Público","","12592486.44","781837234.64","781837234.64","62.09","62.09","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Alumbrado Público","","648235.4","41532441.82","41532441.82","64.07","64.07","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPESANTOS","Alumbrado Público","","383368","20529356.4","20529356.4","53.55","53.55","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPELESCA","Alumbrado Público","","873678.65","52210511.9","52210511.9","59.76","59.76","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEGUANACASTE","Alumbrado Público","","735151.26","47549583.5","47549583.5","64.68","64.68","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEALFARORUIZ","Alumbrado Público","","33800.72","2022635.8","2022635.8","59.84","59.84","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Comercios y servicios","75012","96058830.41","9534757000","11093394000","99.26","115.49","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPEGUANACASTE","Industrial","217","543209.65","61657311","65928409","113.51","121.37","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPELESCA","Industrial","1679","4258531.37","405914500","427047000","95.32","100.28","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPESANTOS","Industrial","200","148201.44","24048250","25795250","162.27","174.06","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPESANTOS","Preferencial","502","171086.07","22821380","24476350","133.39","143.06","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Preferencial","3158","10810135","614609100","714893400","56.85","66.13","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Media tensión b","342","121367816.44","6939536200","8018816700","57.18","66.07","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Media tensión b","9","8117468","459167900","515099300","56.57","63.46","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Media tensión b","185","65051607","3650592000","4288867000","56.12","65.93","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Media tensión b","19","15159926","892644200","1002456000","58.88","66.13","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPELESCA","Media tensión b","13","5478163.44","367354100","386342400","67.06","70.52","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Media tensión b","116","27560652","1569778000","1826052000","56.96","66.26","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Media tensión a","804","87715736.55","6056415290","7020564030","69.05","80.04","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Media tensión a","28","8082938","544233300","579628800","67.33","71.71","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Media tensión a","553","52356643","3532319000","4149787000","67.47","79.26","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Media tensión a","5","414785","28068030","31486350","67.67","75.91","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPESANTOS","Media tensión a","7","143203.47","23957420","25771000","167.3","179.96","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","COOPELESCA","Media tensión a","3","985960.08","77227540","81262880","78.33","82.42","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","CNFL","Media tensión a","208","25732207","1850610000","2152628000","71.92","83.66","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Industrial","7963","28070388.52","2793596981","3182656799","99.52","113.38","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","JASEC","Industrial","319","3066311.06","262467040","291577560","85.6","95.09","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Industrial","3015","9629462","1066228600","1252613400","110.73","130.08","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ESPH","Industrial","340","3826037","285782710","320593650","74.69","83.79","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","ICE","Preferencial","6769","13717909","1091831700","1282686200","79.59","93.5","IV Trimestre","Distribucion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Ventas al servicio de Distribución","","105458713","4726804110.77","6212716203.49","44.82","58.91","IV Trimestre","Generacion","2024 4"
"Octubre   ","2024","JASEC","Ventas al servicio de Distribución","","52432702","2260101335.09","2970531402.58","43.1","56.65","IV Trimestre","Generacion","2024 4"
"Octubre   ","2024","ESPH","Ventas al servicio de Distribución","","28763535","1319817309.95","1734677655.74","45.89","60.31","IV Trimestre","Generacion","2024 4"
"Octubre   ","2024","COOPESANTOS","Ventas al servicio de Distribución","","2269701","142329895.76","187066093.4","62.71","82.42","IV Trimestre","Generacion","2024 4"
"Octubre   ","2024","TOTAL NACIONAL","Preferencial","11949","29778067.07","2040122990","2371102350","68.51","79.63","IV Trimestre","Distribucion","2024 4"
